"","person.key","Team","Name","fanpoints","G","pred_points_sum","pred_games_count","pred_games_above_count","position","points_sum_lag1","games_count_lag1","games_above_count_lag1","points_sd_lag1"
"418","rivef001","Pirates","Felipe Vazquez",428.5,65,50.7189679418675,29.4404037667331,0.146356481117022,"C",458,70,7,4.38593911582984
"419","roart001","Reds","Tanner Roark",282,24,386.298943776952,28.732954689324,8.33066188911518,"S",373.166666666667,31,16,8.46295956434944
"420","robed002","Phillies","David Robertson",406.5,65,56.5396521120964,41.9372642502863,-1.4897482657039,"R",423.833333333333,69,3,3.90096721732606
"421","roblh001","Angels","Hansel Robles",218,50,65.6126066398098,35.473826650211,-0.786622149134046,"R",269,53,5,3.90465507271734
"422","rodnf001","Athletics","Fernando Rodney",149,40,41.6352670046429,31.3441371467571,0.526204986545197,"C",385.166666666667,68,2,3.70395922890207
"423","rodoc001","White Sox","Carlos Rodon",315,28,334.125478390364,24.6516618681277,6.73660723678786,"S",225.333333333333,20,13,11.0126721266195
"424","rodrd001","Giants","Dereck Rodriguez",277,24,NA,NA,NA,"S",NA,NA,NA,NA
"425","rodre004","Red Sox","Eduardo Rodriguez",270,21,332.729224720743,31.4408934845153,5.29727666204643,"S",311.833333333333,27,17,8.00971829786434
"426","rodrj005","Indians","Jefry Rodriguez",34,10,NA,NA,NA,"S",NA,NA,NA,NA
"427","rodrr008","Pirates","Richard Rodriguez",314,60,61.3602023821441,34.3917489932997,1.4798124752866,"R",343.666666666667,63,4,4.07833316296961
"428","roe-c001","Rays","Chaz Roe",263,50,78.2807990250611,42.8652387428759,-0.38155910195971,"R",333.166666666667,61,2,4.17902538728994
"429","rogej003","Orioles","Josh Rogers",71,8,NA,NA,NA,"S",NA,NA,NA,NA
"430","roget001","Twins","Taylor Rogers",300,60,59.7894897574394,37.7655227254738,-1.85769624348312,"R",368.166666666667,72,3,3.90345402892593
"431","romas001","Reds","Sal Romano",78.5,22,279.942995477762,28.2020324075471,9.22514344193969,"S",254.833333333333,39,8,7.01097505202286
"432","romef001","Twins","Fernando Romero",166.5,40,NA,NA,NA,"S",NA,NA,NA,NA
"433","romos001","Marlins","Sergio Romo",320.5,65,90.0818731989143,30.8769882063356,1.18681643181166,"C",368.666666666667,73,2,4.5679611685383
"434","rondh001","Astros","Hector Rondon",260.5,55,67.1196113590412,33.9167850924576,0.792616998994949,"R",351.5,63,4,3.99707074002551
"435","rosar002","Cubs","Randy Rosario",32,10,63.9132161391958,29.8712237576035,0.0567743037258107,"R",178.333333333333,44,0,3.89854752109733
"436","rossj002","Nationals","Joe Ross",107,10,314.88075415459,17.4989089096771,2.93161633117689,"S",23,3,1,2.92973263854116
"437","rosst001","Tigers","Tyson Ross",181.5,19,295.53742719493,29.4048145178654,9.19745274158944,"S",312.833333333333,31,14,8.16619485141363
"438","rossz001","Mariners","Zac Rosscup",118,30,32.5400612090919,27.7388419817978,-0.717835618148134,"R",58.6666666666667,17,1,3.38489532184812
"439","ruizj001","White Sox","Jose Ruiz",61,20,36.4029900334906,22.4288741718629,-2.31205658431473,"R",19.1666666666667,6,0,2.61494989683607
"440","rumbn001","Mariners","Nick Rumbelow",36,10,NA,NA,NA,"R",NA,NA,NA,NA
"441","rusic001","Rockies","Chris Rusin",169.5,45,64.7831309843415,31.5170251003269,-0.249485950748089,"R",183.333333333333,49,2,4.20758536043913
"442","ryu-h001","Dodgers","Hyun-Jin Ryu",295.5,23,350.903435983592,26.2591595851739,6.16484530080671,"S",236.166666666667,15,11,8.60044910848991
"443","sabac001","Yankees","CC Sabathia",237,21,340.119637999967,29.8856657762339,6.68566322180946,"S",326.5,29,17,8.24351431055268
"444","sadzc001","Rangers","Connor Sadzeck",212,50,NA,NA,NA,"R",NA,NA,NA,NA
"445","salec001","Red Sox","Chris Sale",556.5,29,322.955896968791,35.0066883932852,-0.0119545441956326,"S",520,27,23,9.01984200845835
"446","samaj001","Giants","Jeff Samardzija",338.5,28,316.422812419716,23.0015459887092,1.98047318862024,"S",38.3333333333333,10,2,6.48645311970063
"447","sanca004","Nationals","Anibal Sanchez",297.5,26,332.084256347805,31.68168551923,3.92672108456137,"S",341.333333333333,25,17,6.29684665350664
"448","sanca006","Blue Jays","Aaron Sanchez",264,26,346.769663362656,25.1034022643834,5.69312809958984,"S",161.5,20,8,7.9336567455824
"449","santd003","Dodgers","Dennis Santana",16.5,2,NA,NA,NA,"R",NA,NA,NA,NA
"450","sante001","White Sox","Ervin Santana",184,18,303.571680186904,18.5680420675152,-0.461766762727464,"S",19.3333333333333,5,0,6.49294488913415
"451","santh001","Mets","Hector Santiago",138,26,107.718057405421,27.1163303483743,5.36091975446438,"C",271,49,10,6.02268795631974
"452","schem001","Nationals","Max Scherzer",617,32,328.335886365076,36.9428946695477,3.32326222530593,"S",699.333333333333,33,30,7.68996925249881
"453","schuj002","Dodgers","Jaime Schultz",36,10,NA,NA,NA,"R",NA,NA,NA,NA
"454","scotr001","Diamondbacks","Robby Scott",35,10,37.8123679235646,23.9062058268828,-0.89221419289767,"R",19.3333333333333,9,0,4.43662506589284
"455","scott003","Orioles","Tanner Scott",222,50,40.085476880816,28.8197876734586,-0.188495734291577,"R",200.666666666667,53,2,4.59588925373266
"456","senza001","Rockies","Antonio Senzatela",285,26,308.668470211877,26.3848227773661,6.15980759387297,"S",189.166666666667,23,7,7.11035109300436
"457","sevel001","Yankees","Luis Severino",434.5,28,363.160377596942,33.5034098816043,4.07777629690644,"S",507.666666666667,32,24,9.00372657814012
"458","sewap001","Mets","Paul Sewald",68,20,50.3875091716323,29.5925703722487,-0.245985697967712,"R",196.166666666667,46,4,5.03390677221026
"459","shawb001","Rockies","Bryan Shaw",220,50,95.2013227443315,37.1584021204612,1.05462180743853,"R",245.333333333333,61,3,4.11484163434926
"460","shefj001","Mariners","Justus Sheffield",237,23,NA,NA,NA,"C",NA,NA,NA,NA
"461","sherj001","Diamondbacks","Jimmie Sherfy",200.5,45,38.5384072633337,26.9191862592064,-2.74537420491057,"R",63.1666666666667,15,2,3.39494644665588
"462","shoem001","Blue Jays","Matt Shoemaker",265,23,318.00863132607,21.9505813356137,4.76896985188638,"S",55.5,7,3,7.35089887603647
"463","shrec001","Cardinals","Chasen Shreve",87.5,25,49.84651257305,33.1038243553218,-1.31914368028077,"R",243.333333333333,60,1,3.78452925007795
"464","simsl001","Reds","Lucas Sims",14.5,2,43.8393553190041,25.6333314615128,0.562579332766182,"R",36.8333333333333,9,1,5.92904287239653
"465","sippt001","Nationals","Tony Sipp",241,50,44.554946841565,34.4786580120849,-1.55354693383068,"R",233.333333333333,54,0,3.05073312353599
"466","skagt001","Angels","Tyler Skaggs",336,28,366.262888388309,28.2775223169061,5.00393440783844,"S",271.666666666667,24,15,10.4733289821238
"467","skoge001","Royals","Eric Skoglund",97,10,353.945935610253,23.1390588411687,5.924258069265,"S",117,14,4,7.89375419628426
"468","slega001","Pirates","Aaron Slegers",47.5,12,277.692672202918,22.6126598556536,8.36818607694042,"R",23.8333333333333,4,2,12.6552397287682
"469","smitc004","Red Sox","Carson Smith",39,10,62.0595275658062,28.8690404828632,-0.690478205331478,"R",85.1666666666667,18,0,3.516134096319
"470","smitc006","Marlins","Caleb Smith",141,11,309.152047652454,26.290449337955,0.685843478317935,"S",157.666666666667,16,10,11.3515988431717
"471","smitj002","Astros","Joe Smith",87.5,25,55.6627142399946,34.387963987684,-0.645481016953096,"R",235.833333333333,56,0,3.5814464477371
"472","smitw002","Giants","Will Smith",418.5,65,NA,NA,NA,"R",NA,NA,NA,NA
"473","snelb001","Rays","Blake Snell",490,32,372.48842611167,35.2487220105117,4.63288655919138,"S",527.333333333333,31,26,8.31474988865403
"474","soboc001","Braves","Chad Sobotka",81.5,25,NA,NA,NA,"R",NA,NA,NA,NA
"475","solis001","Padres","Sammy Solis",21.5,5,39.4654769673498,34.7016792744513,1.13163317373156,"R",192.666666666667,56,1,4.31293902129893
"476","sorij001","Athletics","Joakim Soria",319.5,65,44.4050304620065,32.7387410441582,-0.697675099249175,"R",399.333333333333,66,2,4.02629919542565
"477","sparg001","Royals","Glenn Sparkman",112,25,148.43220414051,22.0432849811168,4.20427405176215,"R",95.1666666666667,15,2,3.83150404938104
"478","sprij001","Rangers","Jeffrey Springs",175,40,NA,NA,NA,"R",NA,NA,NA,NA
"479","stamc001","Padres","Craig Stammen",310.5,65,67.3459750679369,41.3892725860337,1.04943557050221,"R",429.5,73,4,3.93961803033341
"480","stanr002","Rays","Ryne Stanek",195,40,253.127126139,30.2416436185311,5.043510862385,"R",108.166666666667,59,0,4.56236058412932
"481","stecd001","Marlins","Drew Steckenrider",381.5,65,45.6971663986298,36.5808656580952,-0.456693290244976,"R",342.333333333333,71,1,4.22852407209692
"482","stepj002","Reds","Jackson Stephens",35,10,27.4234542534278,26.1232674369936,0.473565866994928,"R",115.166666666667,29,2,4.42487309600047
"483","stepr002","Reds","Robert Stephenson",217.5,52,305.282030476136,17.3443510996023,4.50949445454277,"S",-2.16666666666667,4,0,4.48531554693263
"484","stewb001","Dodgers","Brock Stewart",66,17,165.613985621413,23.0899942066864,4.50981920680057,"R",40.8333333333333,9,1,4.74764399010605
"485","stewk001","Twins","Kohl Stewart",11.5,2,NA,NA,NA,"R",NA,NA,NA,NA
"486","stocr001","Padres","Robert Stock",186.5,45,NA,NA,NA,"R",NA,NA,NA,NA
"487","strac001","Giants","Chris Stratton",211,40,366.817548652396,27.5355510213484,7.44593829775908,"S",245.5,28,12,10.7398472762852
"488","strad003","Marlins","Dan Straily",283,28,326.604265468297,26.0884461045464,3.19735796007436,"S",225.166666666667,23,9,8.02036822993171
"489","stram001","Padres","Matt Strahm",241.5,21,120.989058725759,33.0570591244452,1.60664841768467,"R",260.666666666667,41,4,3.5585501447628
"490","stras001","Nationals","Stephen Strasburg",442.5,29,330.748604364612,29.4607374995186,3.52058715550467,"S",333,22,18,8.07809703801903
"491","strih001","Mariners","Hunter Strickland",176,40,54.3292646656162,26.2991320250205,0.272024554410974,"C",214.666666666667,49,0,4.10340870045417
"492","strir001","Dodgers","Ross Stripling",363.5,51,304.113717790588,31.8424592356342,5.84456854084726,"S",358,33,16,7.57329505432067
"493","strom001","Blue Jays","Marcus Stroman",348.5,29,418.027396533089,25.385695705518,5.78997676596695,"S",159.166666666667,19,7,9.19101851333902
"494","strop001","Cubs","Pedro Strop",316.5,65,69.3913054992245,35.3370079682527,0.779169799089139,"R",364.833333333333,60,1,3.72089985505181
"495","stumd001","Tigers","Daniel Stumpf",225,50,46.6326397766842,31.0575711102634,-0.860894192031213,"R",168.166666666667,56,0,3.44311508467136
"496","suara002","Giants","Andrew Suarez",192.5,16,NA,NA,NA,"S",NA,NA,NA,NA
"497","suarr001","Phillies","Ranger Suarez",12.5,2,NA,NA,NA,"S",NA,NA,NA,NA
"498","suerw002","Nationals","Wander Suero",81.5,25,NA,NA,NA,"R",NA,NA,NA,NA
"499","swara001","Mariners","Anthony Swarzak",385.5,65,57.7331198234302,28.2961161276122,-0.151792232651607,"R",108.166666666667,29,2,5.07335355126741
"500","syndn001","Mets","Noah Syndergaard",453.5,29,329.509885594719,30.2286948166367,5.15577381726783,"S",402.166666666667,25,19,6.95756316429719
"501","tailj001","Pirates","Jameson Taillon",447,32,363.788566919059,32.8862693785086,5.30022010482523,"S",473.5,32,26,8.06678378736179
"502","tanam001","Yankees","Masahiro Tanaka",357,26,355.958635293418,30.0398171546759,5.00906355315524,"S",378,27,17,8.9938250421547
"503","tarps001","Yankees","Stephen Tarpley",119.5,35,NA,NA,NA,"R",NA,NA,NA,NA
"504","taylb002","Indians","Ben Taylor",102,30,51.4797706948003,24.7961967230271,-0.283881782732172,"C",20,6,0,2.37580395749406
"505","tehej001","Braves","Julio Teheran",246.5,23,334.537271404685,30.6975536250483,2.62211638140316,"S",352.833333333333,31,16,8.93383016325596
"506","teper001","Blue Jays","Ryan Tepera",309.5,65,66.9237232199997,37.5199246443984,-0.613903026651714,"R",363.333333333333,68,0,3.90463456744137
"507","thort001","Red Sox","Tyler Thornburg",208,50,NA,NA,NA,"R",NA,NA,NA,NA
"508","tomlj001","Braves","Josh Tomlin",177,16,199.199541296704,26.8673642987807,4.4954557603573,"C",130.166666666667,32,4,5.39827056054093
"509","toust001","Braves","Touki Toussaint",187.5,16,NA,NA,NA,"S",NA,NA,NA,NA
"510","treib001","Athletics","Blake Treinen",408,70,55.2614935867616,30.8701439552224,0.478145171629636,"C",536.166666666667,68,10,3.40693096025508
"511","triga001","Athletics","Andrew Triggs",40.5,3,311.783240987845,22.5812764348192,2.19209674310993,"S",67.6666666666667,9,4,12.2727805315384
"512","trivl001","Athletics","Lou Trivino",332,70,NA,NA,NA,"R",NA,NA,NA,NA
"513","tropn001","Angels","Nick Tropeano",97.5,10,NA,NA,NA,"S",NA,NA,NA,NA
"514","tsenj001","Cubs","Jen-Ho Tseng",13.5,2,309.718678727668,22.0087928031874,-1.06227387721028,"S",-2,1,0,0
"515","tuivs001","Mariners","Sam Tuivailala",83.5,25,66.7994801910357,27.1547818951837,1.11291065762658,"R",139.5,36,0,2.95478492758
"516","turns003","Tigers","Spencer Turnbull",145.5,25,NA,NA,NA,"S",NA,NA,NA,NA
"517","urenj001","Marlins","Jose Urena",305.5,28,372.612075110326,30.572776522746,4.67046727893005,"S",348,31,18,8.39461339492053
"518","uriaj001","Dodgers","Julio Urias",247,26,63.8031189172591,26.8826680302804,1.4346957194281,"C",21,3,1,3.5
"519","valdf001","Astros","Framber Valdez",91,8,NA,NA,NA,"S",NA,NA,NA,NA
"520","vargj001","Mets","Jason Vargas",225.5,19,348.276333652267,26.2447075671671,3.81901314809103,"S",138,20,8,10.6560253937846
"521","vasqa002","Twins","Andrew Vasquez",72,20,NA,NA,NA,"R",NA,NA,NA,NA
"522","velah001","Red Sox","Hector Velazquez",215.5,52,175.073842871685,30.0950520032643,4.63682464283438,"R",246.5,47,3,3.62473571647468
"523","velav001","Phillies","Vince Velasquez",326,26,341.347408490393,29.6020489930951,4.44322455395015,"S",277.333333333333,31,14,9.79969643301319
"524","vendp001","Giants","Pat Venditte",80.5,25,NA,NA,NA,"R",NA,NA,NA,NA
"525","ventj001","Braves","Jonny Venters",218,50,NA,NA,NA,"R",NA,NA,NA,NA
"526","verhd001","Tigers","Drew VerHagen",127,30,84.1462383503704,29.5036512870961,2.62388669535349,"R",192.166666666667,41,3,4.78121252664345
"527","verlj001","Astros","Justin Verlander",572,32,305.91365672136,37.7926265943328,1.52523363943828,"S",678,34,31,8.12961936574447
"528","vieit001","White Sox","Thyago Vieira",111.5,35,29.7806731579302,21.1592919590738,-1.45860279786317,"C",49.8333333333333,16,0,4.76084288755678
"529","vincn001","Giants","Nick Vincent",214,50,59.1450941746097,34.970150631691,-0.927871045683549,"R",272.166666666667,62,0,3.68289300194026
"530","vizca001","Braves","Arodys Vizcaino",372.5,65,63.2514182713784,27.3557850196334,1.24223041198902,"C",236.166666666667,39,1,3.21599014186807
"531","votha001","Nationals","Austin Voth",118.5,32,NA,NA,NA,"R",NA,NA,NA,NA
"532","wachm001","Cardinals","Michael Wacha",261.5,23,347.443204737236,26.8415564306091,2.62884853777637,"S",180.166666666667,15,9,9.18730720922152
"533","waina001","Cardinals","Adam Wainwright",312,41,319.026497351476,22.9400176932627,3.31341414047348,"S",75.1666666666667,8,4,8.61750594604719
"534","waldm002","Red Sox","Marcus Walden",184,50,NA,NA,NA,"C",NA,NA,NA,NA
"535","walkt004","Diamondbacks","Taijuan Walker",132.5,11,331.15165558971,22.1879370098752,3.34147076905378,"S",21.5,3,1,7.0059498523279
"536","warra001","Padres","Adam Warren",203.5,45,50.2868022730249,30.8619945849454,-0.339486036854794,"R",221.833333333333,47,1,3.62377855200006
"537","watst001","Giants","Tony Watson",334.5,65,76.3443108146265,43.9722467931874,0.232579273737836,"R",421,72,1,3.76477267601039
"538","weavl001","Diamondbacks","Luke Weaver",272,23,327.69065714215,27.3241853366742,4.75115236600277,"S",249.166666666667,30,11,8.25968412620139
"539","webbt001","Cardinals","Tyler Webb",70,20,40.0681651570685,25.0297534725236,0.205144181764644,"R",67.1666666666667,22,1,4.48878271630186
"540","websa001","Cubs","Allen Webster",142,50,NA,NA,NA,"R",NA,NA,NA,NA
"541","wendj001","Athletics","J.B. Wendelken",206,50,NA,NA,NA,"R",NA,NA,NA,NA
"542","wickr001","Cubs","Rowan Wick",34,10,NA,NA,NA,"R",NA,NA,NA,NA
"543","wiecb001","Padres","Brad Wieck",135.5,35,NA,NA,NA,"R",NA,NA,NA,NA
"544","wilka003","Padres","Aaron Wilkerson",105.5,23,189.406595432684,23.6085575738021,3.68479194613707,"C",12.5,3,0,5.03322295684717
"545","willa003","Nationals","Austen Williams",66,20,NA,NA,NA,"R",NA,NA,NA,NA
"546","willt002","Pirates","Trevor Williams",268,26,357.501846512347,32.0446782999707,4.93846762968176,"S",364.333333333333,31,20,8.06189838039518
"547","willt003","Brewers","Taylor Williams",156,40,45.8423424099759,32.5732778693909,-1.26573855817436,"R",237.5,56,1,3.97681660959119
"548","wilsb003","Braves","Bryse Wilson",267.5,48,NA,NA,NA,"C",NA,NA,NA,NA
"549","wilsj004","Mets","Justin Wilson",188,40,60.5485120851961,40.3315109733395,-0.516886285604289,"R",320.333333333333,71,1,4.25984610569163
"550","wingt001","Padres","Trey Wingenter",271,60,NA,NA,NA,"R",NA,NA,NA,NA
"551","winkd001","Braves","Dan Winkler",211.5,45,49.78274207052,39.5153173913198,-0.860572072988828,"R",349.166666666667,69,2,4.09736195763085
"552","wislm001","Reds","Matt Wisler",98,30,141.948767837984,25.5705941307158,3.5958980285482,"R",114,18,3,5.99918295090518
"553","wittn001","Indians","Nick Wittgren",36,10,45.4993735793128,26.9802757737524,-0.863240646566284,"R",126.833333333333,32,1,3.34774689518093
"554","wooda002","Reds","Alex Wood",258.5,21,356.218327858216,31.0786843094926,7.84931649031293,"S",349.833333333333,33,19,7.86705280147177
"555","woodb005","Brewers","Brandon Woodruff",270,23,174.968324498623,29.2357886511186,5.23793005185718,"R",148.166666666667,19,4,6.26807976270492
"556","woodh001","Rays","Hunter Wood",164,40,197.444183265386,27.7398909018667,1.82293016553368,"R",115.5,29,1,4.44573650485581
"557","workb001","Red Sox","Brandon Workman",66,20,56.3210040555214,33.013374536006,0.315081703284905,"R",200.666666666667,43,1,3.04116379839647
"558","wrigk001","Braves","Kyle Wright",217,19,NA,NA,NA,"R",NA,NA,NA,NA
"559","wrigm001","Orioles","Mike Wright",182,19,79.1016228631841,28.3649362017079,2.55056026086994,"R",237.166666666667,48,3,4.71373045757128
"560","wrigs001","Red Sox","Steven Wright",242,56,182.558664534914,31.2456693389391,7.49425942789696,"R",177.833333333333,20,7,7.72863495357453
"561","yacaj001","Orioles","Jimmy Yacabonis",102,25,280.361418433436,22.9219369914237,5.95836681483935,"S",65,12,2,6.61895807968339
"562","yarbr001","Rays","Ryan Yarbrough",250,36,NA,NA,NA,"R",NA,NA,NA,NA
"563","yatek001","Padres","Kirby Yates",419.5,65,53.5341412889272,35.6900580575662,-0.783951776010245,"R",403.5,65,2,3.59132234056568
"564","zamod001","Mets","Daniel Zamora",161,40,NA,NA,NA,"R",NA,NA,NA,NA
"565","zimmj003","Tigers","Jordan Zimmermann",291.5,28,335.975558097404,27.4570492264453,2.6825759818494,"S",262.666666666667,25,13,9.11354303587066
"566",NA,"Braves","Jacob Webb",48.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,"Angels","Kaleb Cowart",27,10,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,"Giants","Melvin Adon",9.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,"Brewers","Marcos Diplan",26.5,3,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,"Brewers","Trey Supak",87,18,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,"Rangers","Edinson Volquez",205.5,23,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,"Angels","Luis Madero",9.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,"Angels","Jose Suarez",16.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,"Brewers","Jimmy Nelson",156.5,13,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,"Angels","Jesus Castillo",74.5,25,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,"Orioles","Nathan Karns",107,10,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,"Astros","Brady Rodgers",36.5,3,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,"Astros","Forrest Whitley",57,5,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,"Rangers","Kyle Bird",146,40,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,"Indians","Sam Hentges",17.5,5,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,"Indians","Cody Anderson",116,25,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,"Cardinals","Genesis Cabrera",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,"Indians","Danny Salazar",204,36,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,"Astros","Bryan Abreu",32,10,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,"Orioles","Chris Lee",44.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,"Astros","Joshua James",159,13,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,"Astros","Brendan McCurry",39,10,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,"Astros","Rogelio Armenteros",14.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"589",NA,"Astros","J.B. Bukauskas",47,5,NA,NA,NA,NA,NA,NA,NA,NA
"590",NA,"Cubs","Kyle Ryan",65,20,NA,NA,NA,NA,NA,NA,NA,NA
"591",NA,"Athletics","James Kaprielian",27,10,NA,NA,NA,NA,NA,NA,NA,NA
"592",NA,"Mariners","Matthew Festa",83.5,25,NA,NA,NA,NA,NA,NA,NA,NA
"593",NA,"Athletics","Grant Holmes",47.5,12,NA,NA,NA,NA,NA,NA,NA,NA
"594",NA,"Mariners","Chasen Bradford",148,40,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,"Cubs","Adbert Alzolay",12.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,"Athletics","Jesus Luzardo",243,19,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,"Mariners","Brandon Brennan",65,20,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,"Cubs","Duane Underwood Jr.",12.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"599",NA,"Mariners","Erik Swanson",132.5,18,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,"Athletics","A.J. Puk",95.5,8,NA,NA,NA,NA,NA,NA,NA,NA
"601",NA,"Athletics","Jharel Cotton",129.5,11,NA,NA,NA,NA,NA,NA,NA,NA
"602",NA,"Cubs","Carl Edwards Jr.",296,60,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,"Mariners","Ruben Alaniz",279,60,NA,NA,NA,NA,NA,NA,NA,NA
"604",NA,"Cubs","Oscar De La Cruz",33,10,NA,NA,NA,NA,NA,NA,NA,NA
"605",NA,"Blue Jays","Julian Merryweather",34.5,3,NA,NA,NA,NA,NA,NA,NA,NA
"606",NA,"Blue Jays","Jacob Waguespack",45.5,12,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,"Diamondbacks","Joel Payamps",83.5,25,NA,NA,NA,NA,NA,NA,NA,NA
"608",NA,"Marlins","Julian Fernandez",40.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"609",NA,"Blue Jays","Trent Thornton",125.5,32,NA,NA,NA,NA,NA,NA,NA,NA
"610",NA,"White Sox","Manny Banuelos",141,20,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,"White Sox","Dylan Cease",53,5,NA,NA,NA,NA,NA,NA,NA,NA
"612",NA,"Marlins","Jordan Yamamoto",40.5,3,NA,NA,NA,NA,NA,NA,NA,NA
"613",NA,"Diamondbacks","Taylor Clarke",14.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"614",NA,"Marlins","Nick Neidert",17.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,"Blue Jays","David Phelps",156,40,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,"Blue Jays","Patrick Murphy",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,"Diamondbacks","Taylor Widener",38.5,3,NA,NA,NA,NA,NA,NA,NA,NA
"618",NA,"Blue Jays","Hector Perez",31,10,NA,NA,NA,NA,NA,NA,NA,NA
"619",NA,"Blue Jays","Yennsy Diaz",8.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"620",NA,"Blue Jays","Elvis Luciano",69,30,NA,NA,NA,NA,NA,NA,NA,NA
"621",NA,"Braves","Grant Dayton",56.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,"Dodgers","Yadier Alvarez",34,10,NA,NA,NA,NA,NA,NA,NA,NA
"623",NA,"Braves","Huascar Ynoa",30,10,NA,NA,NA,NA,NA,NA,NA,NA
"624",NA,"Orioles","Branden Kline",47.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"625",NA,"Braves","Ian Anderson",13.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"626",NA,"Dodgers","Stetson Allie",27,10,NA,NA,NA,NA,NA,NA,NA,NA
"627",NA,"Braves","Michael Soroka",99,8,NA,NA,NA,NA,NA,NA,NA,NA
"628",NA,"Braves","Patrick Weigel",47.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"629",NA,"Royals","Sam McWilliams",46.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"630",NA,"Rangers","Jordan Romano",129,40,NA,NA,NA,NA,NA,NA,NA,NA
"631",NA,"Nationals","James Bourque",32,10,NA,NA,NA,NA,NA,NA,NA,NA
"632",NA,"Giants","Travis Bergen",121,30,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,"Rangers","Yoel Espinal",27,10,NA,NA,NA,NA,NA,NA,NA,NA
"634",NA,"Rangers","Wei-Chieh Huang",75.5,25,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,"Rangers","Brett Martin",47,5,NA,NA,NA,NA,NA,NA,NA,NA
"636",NA,"Padres","Chris Paddack",356.5,24,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,"Padres","Cal Quantrill",82.5,8,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,"Giants","Sam Coonrod",34,10,NA,NA,NA,NA,NA,NA,NA,NA
"639",NA,"Red Sox","Travis Lakins",34,10,NA,NA,NA,NA,NA,NA,NA,NA
"640",NA,"Royals","Conner Greene",28,10,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,"Giants","Sam Wolff",36,10,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,"Cardinals","Ryan Helsley",35,10,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,"Mariners","Art Warren",33,10,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,"Rangers","Drew Smyly",284,24,NA,NA,NA,NA,NA,NA,NA,NA
"645",NA,"White Sox","Jordan Stephens",10.5,2,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,"Rays","Jose De Leon",94,8,NA,NA,NA,NA,NA,NA,NA,NA
"647",NA,"Dodgers","Josh Sborz",54.5,15,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,"Orioles","Gabriel Ynoa",113.5,35,NA,NA,NA,NA,NA,NA,NA,NA
"649",NA,"Rays","Ian Gibaut",70,20,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,"Indians","Triston McKenzie",13.5,2,NA,NA,NA,NA,NA,NA,NA,NA
